dataset,img_name,num_obj_anno,format,mode,format_mode,width,height,aspect_ratio,aspect_ratio_max
train,batch_1_000014.jpg,4,jpg,RGB,jpg_RGB,1537,2049,0.7501220107369448,1.3331164606376058
train,batch_1_000000.jpg,1,jpg,RGB,jpg_RGB,1537,2049,0.7501220107369448,1.3331164606376058
train,batch_2_000032.JPG,2,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_14_000036.jpg,1,jpg,RGB,jpg_RGB,4032,3024,1.3333333333333333,1.3333333333333333
train,batch_10_000088.jpg,2,jpg,RGB,jpg_RGB,1824,4000,0.456,2.192982456140351
train,batch_3_IMG_4860.JPG,4,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_3_IMG_4874.JPG,2,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_14_000022.jpg,3,jpg,RGB,jpg_RGB,3456,3456,1.0,1.0
train,batch_2_000026.JPG,6,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_6_000098.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_9_000006.jpg,3,jpg,RGB,jpg_RGB,2448,3264,0.75,1.3333333333333333
train,batch_9_000012.jpg,1,jpg,RGB,jpg_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_6_000073.JPG,2,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_10_000077.jpg,2,jpg,RGB,jpg_RGB,1824,4000,0.456,2.192982456140351
train,batch_10_000063.jpg,2,jpg,RGB,jpg_RGB,4000,1824,2.192982456140351,2.192982456140351
train,batch_10_000062.jpg,3,jpg,RGB,jpg_RGB,4000,1824,2.192982456140351,2.192982456140351
train,batch_6_000066.JPG,30,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_6_000072.JPG,84,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_10_000076.jpg,4,jpg,RGB,jpg_RGB,1824,4000,0.456,2.192982456140351
train,batch_9_000013.jpg,2,jpg,RGB,jpg_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_9_000007.jpg,2,jpg,RGB,jpg_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_14_000023.jpg,2,jpg,RGB,jpg_RGB,3120,4160,0.75,1.3333333333333333
train,batch_3_IMG_4875.JPG,2,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_6_000099.JPG,4,JPG,RGB,JPG_RGB,2624,1968,1.3333333333333333,1.3333333333333333
train,batch_2_000027.JPG,5,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_2_000033.JPG,9,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_10_000089.jpg,4,jpg,RGB,jpg_RGB,1824,4000,0.456,2.192982456140351
train,batch_14_000037.jpg,3,jpg,RGB,jpg_RGB,4032,3024,1.3333333333333333,1.3333333333333333
train,batch_1_000001.jpg,2,jpg,RGB,jpg_RGB,2049,1537,1.3331164606376058,1.3331164606376058
train,batch_1_000015.jpg,2,jpg,RGB,jpg_RGB,1537,2049,0.7501220107369448,1.3331164606376058
train,batch_13_000087.jpg,3,jpg,RGB,jpg_RGB,3120,4160,0.75,1.3333333333333333
train,batch_5_000083.JPG,3,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_1_000029.jpg,1,jpg,RGB,jpg_RGB,1537,2049,0.7501220107369448,1.3331164606376058
train,batch_5_000097.JPG,1,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_13_000093.jpg,1,jpg,RGB,jpg_RGB,4160,3120,1.3333333333333333,1.3333333333333333
train,batch_13_000078.jpg,2,jpg,RGB,jpg_RGB,3120,4160,0.75,1.3333333333333333
train,batch_5_000068.JPG,2,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_13_000044.jpg,3,jpg,RGB,jpg_RGB,4160,3120,1.3333333333333333,1.3333333333333333
train,batch_5_000040.JPG,2,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_5_000054.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_13_000050.jpg,2,jpg,RGB,jpg_RGB,4160,3120,1.3333333333333333,1.3333333333333333
train,batch_11_000026.jpg,2,jpg,RGB,jpg_RGB,6000,4000,1.5,1.5
train,batch_7_000022.JPG,12,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_8_000094.jpg,2,jpg,RGB,jpg_RGB,2268,4032,0.5625,1.7777777777777777
train,batch_7_000036.JPG,7,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_8_000080.jpg,2,jpg,RGB,jpg_RGB,2268,4032,0.5625,1.7777777777777777
train,batch_11_000032.jpg,1,jpg,RGB,jpg_RGB,4128,2322,1.7777777777777777,1.7777777777777777
train,batch_15_000067.jpg,1,jpg,RGB,jpg_RGB,1536,2048,0.75,1.3333333333333333
train,batch_5_000108.JPG,3,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_15_000073.jpg,3,jpg,RGB,jpg_RGB,1536,2048,0.75,1.3333333333333333
train,batch_8_000057.jpg,2,jpg,RGB,jpg_RGB,1200,1600,0.75,1.3333333333333333
train,batch_5_000120.JPG,4,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_8_000043.jpg,1,jpg,RGB,jpg_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_12_000000.jpg,6,jpg,RGB,jpg_RGB,5312,2988,1.7777777777777777,1.7777777777777777
train,batch_4_000004.JPG,6,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_4_000010.JPG,3,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_12_000014.jpg,1,jpg,RGB,jpg_RGB,5312,2988,1.7777777777777777,1.7777777777777777
train,batch_3_IMG_4929.JPG,1,JPG,RGB,JPG_RGB,2448,3011,0.8130189305878446,1.229983660130719
train,batch_3_IMG_4901.JPG,3,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_3_IMG_4915.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_12_000028.jpg,7,jpg,RGB,jpg_RGB,5312,2988,1.7777777777777777,1.7777777777777777
train,batch_12_000010.jpg,5,jpg,RGB,jpg_RGB,5312,2988,1.7777777777777777,1.7777777777777777
train,batch_4_000014.JPG,2,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_4_000000.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_12_000004.jpg,2,jpg,RGB,jpg_RGB,4160,2340,1.7777777777777777,1.7777777777777777
train,batch_3_IMG_4939.JPG,2,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_3_IMG_4911.JPG,2,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_4_000028.JPG,2,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_12_000038.jpg,6,jpg,RGB,jpg_RGB,4128,3096,1.3333333333333333,1.3333333333333333
train,batch_6_000102.JPG,5,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_15_000077.jpg,1,jpg,RGB,jpg_RGB,2048,1536,1.3333333333333333,1.3333333333333333
train,batch_5_000118.JPG,1,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_15_000063.jpg,2,jpg,RGB,jpg_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_8_000047.jpg,3,jpg,RGB,jpg_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_8_000053.jpg,21,jpg,RGB,jpg_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_11_000036.jpg,1,jpg,RGB,jpg_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_8_000084.jpg,3,jpg,RGB,jpg_RGB,2268,4032,0.5625,1.7777777777777777
train,batch_8_000090.jpg,2,jpg,RGB,jpg_RGB,2268,4032,0.5625,1.7777777777777777
train,batch_11_000022.jpg,1,jpg,RGB,jpg_RGB,6000,4000,1.5,1.5
train,batch_13_000068.jpg,1,jpg,RGB,jpg_RGB,3120,4160,0.75,1.3333333333333333
train,batch_13_000054.jpg,16,jpg,RGB,jpg_RGB,4160,3120,1.3333333333333333,1.3333333333333333
train,batch_5_000050.JPG,2,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_13_000040.jpg,1,jpg,RGB,jpg_RGB,3120,4160,0.75,1.3333333333333333
train,batch_1_000011.jpg,1,jpg,RGB,jpg_RGB,1537,2049,0.7501220107369448,1.3331164606376058
train,batch_1_000005.jpg,1,jpg,RGB,jpg_RGB,1537,2049,0.7501220107369448,1.3331164606376058
train,batch_13_000097.jpg,2,jpg,RGB,jpg_RGB,4160,3120,1.3333333333333333,1.3333333333333333
train,batch_5_000087.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_13_000083.jpg,4,jpg,RGB,jpg_RGB,4160,3120,1.3333333333333333,1.3333333333333333
train,batch_3_IMG_4859.JPG,2,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_9_000003.jpg,3,jpg,RGB,jpg_RGB,2448,3264,0.75,1.3333333333333333
train,batch_9_000017.jpg,1,jpg,RGB,jpg_RGB,2448,3264,0.75,1.3333333333333333
train,batch_14_000033.jpg,1,jpg,RGB,jpg_RGB,4032,3024,1.3333333333333333,1.3333333333333333
train,batch_3_IMG_4865.JPG,2,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_6_000089.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_2_000037.JPG,2,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_2_000023.JPG,3,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_10_000099.jpg,1,jpg,RGB,jpg_RGB,1824,4000,0.456,2.192982456140351
train,batch_14_000027.jpg,1,jpg,RGB,jpg_RGB,4032,3024,1.3333333333333333,1.3333333333333333
train,batch_10_000072.jpg,1,jpg,RGB,jpg_RGB,4000,1824,2.192982456140351,2.192982456140351
train,batch_6_000076.JPG,3,JPG,RGB,JPG_RGB,2275,3235,0.7032457496136012,1.421978021978022
train,batch_6_000062.JPG,1,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_10_000066.jpg,1,jpg,RGB,jpg_RGB,4000,1824,2.192982456140351,2.192982456140351
train,batch_6_000063.JPG,1,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_10_000067.jpg,1,jpg,RGB,jpg_RGB,4000,1824,2.192982456140351,2.192982456140351
train,batch_10_000073.jpg,1,jpg,RGB,jpg_RGB,4000,1824,2.192982456140351,2.192982456140351
train,batch_6_000077.JPG,2,JPG,RGB,JPG_RGB,3680,2760,1.3333333333333333,1.3333333333333333
train,batch_2_000022.JPG,4,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_14_000026.jpg,1,jpg,RGB,jpg_RGB,4032,3024,1.3333333333333333,1.3333333333333333
train,batch_10_000098.jpg,2,jpg,RGB,jpg_RGB,1824,4000,0.456,2.192982456140351
train,batch_14_000032.jpg,2,jpg,RGB,jpg_RGB,4032,3024,1.3333333333333333,1.3333333333333333
train,batch_2_000036.JPG,2,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_6_000088.JPG,1,JPG,RGB,JPG_RGB,3644,2337,1.5592640136927685,1.5592640136927685
train,batch_9_000016.jpg,2,jpg,RGB,jpg_RGB,2448,3264,0.75,1.3333333333333333
train,batch_9_000002.jpg,3,jpg,RGB,jpg_RGB,2448,3264,0.75,1.3333333333333333
train,batch_5_000086.JPG,1,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_1_000038.jpg,3,jpg,RGB,jpg_RGB,2049,1537,1.3331164606376058,1.3331164606376058
train,batch_13_000082.jpg,1,jpg,RGB,jpg_RGB,3120,4160,0.75,1.3333333333333333
train,batch_13_000096.jpg,1,jpg,RGB,jpg_RGB,4160,3120,1.3333333333333333,1.3333333333333333
train,batch_5_000092.JPG,3,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_1_000004.jpg,1,jpg,RGB,jpg_RGB,1241,751,1.6524633821571237,1.6524633821571237
train,batch_3_IMG_5039.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_1_000010.jpg,2,jpg,RGB,jpg_RGB,1537,2049,0.7501220107369448,1.3331164606376058
train,batch_5_000045.JPG,5,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_13_000041.jpg,1,jpg,RGB,jpg_RGB,3120,4160,0.75,1.3333333333333333
train,batch_5_000051.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_5_000079.JPG,1,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_13_000069.jpg,1,jpg,RGB,jpg_RGB,4160,3120,1.3333333333333333,1.3333333333333333
train,batch_8_000091.jpg,2,jpg,RGB,jpg_RGB,2268,4032,0.5625,1.7777777777777777
train,batch_11_000023.jpg,1,jpg,RGB,jpg_RGB,6000,4000,1.5,1.5
train,batch_11_000037.jpg,1,jpg,RGB,jpg_RGB,4618,3463,1.3335258446433729,1.3335258446433729
train,batch_7_000033.JPG,3,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_8_000085.jpg,2,jpg,RGB,jpg_RGB,2268,4032,0.5625,1.7777777777777777
train,batch_8_000052.jpg,2,jpg,RGB,jpg_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_8_000046.jpg,1,jpg,RGB,jpg_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_15_000062.jpg,3,jpg,RGB,jpg_RGB,2048,1536,1.3333333333333333,1.3333333333333333
train,batch_15_000076.jpg,5,jpg,RGB,jpg_RGB,2048,1536,1.3333333333333333,1.3333333333333333
train,batch_5_000119.JPG,2,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_6_000103.JPG,5,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_12_000039.jpg,3,jpg,RGB,jpg_RGB,5312,2988,1.7777777777777777,1.7777777777777777
train,batch_4_000029.JPG,4,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_12_000005.jpg,1,jpg,RGB,jpg_RGB,4160,2340,1.7777777777777777,1.7777777777777777
train,batch_12_000011.jpg,1,jpg,RGB,jpg_RGB,5312,2988,1.7777777777777777,1.7777777777777777
train,batch_4_000015.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_12_000007.jpg,2,jpg,RGB,jpg_RGB,5312,2988,1.7777777777777777,1.7777777777777777
train,batch_4_000003.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_12_000013.jpg,2,jpg,RGB,jpg_RGB,5312,2988,1.7777777777777777,1.7777777777777777
train,batch_6_000101.JPG,2,JPG,RGB,JPG_RGB,2624,1968,1.3333333333333333,1.3333333333333333
train,batch_8_000078.jpg,1,jpg,RGB,jpg_RGB,2268,4032,0.5625,1.7777777777777777
train,batch_15_000074.jpg,2,jpg,RGB,jpg_RGB,2048,1536,1.3333333333333333,1.3333333333333333
train,batch_8_000050.jpg,1,jpg,RGB,jpg_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_8_000044.jpg,7,jpg,RGB,jpg_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_15_000048.jpg,2,jpg,RGB,jpg_RGB,3024,4032,0.75,1.3333333333333333
train,batch_7_000019.JPG,1,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_11_000009.jpg,2,jpg,RGB,jpg_RGB,1824,4000,0.456,2.192982456140351
train,batch_11_000021.jpg,1,jpg,RGB,jpg_RGB,6000,4000,1.5,1.5
train,batch_8_000093.jpg,1,jpg,RGB,jpg_RGB,2268,4032,0.5625,1.7777777777777777
train,batch_7_000025.JPG,1,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_8_000087.jpg,1,jpg,RGB,jpg_RGB,2268,4032,0.5625,1.7777777777777777
train,batch_7_000031.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_13_000043.jpg,2,jpg,RGB,jpg_RGB,3120,4160,0.75,1.3333333333333333
train,batch_5_000047.JPG,4,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_13_000057.jpg,1,jpg,RGB,jpg_RGB,3120,4160,0.75,1.3333333333333333
train,batch_1_000006.jpg,1,jpg,RGB,jpg_RGB,1537,2049,0.7501220107369448,1.3331164606376058
train,batch_1_000012.jpg,2,jpg,RGB,jpg_RGB,1537,2049,0.7501220107369448,1.3331164606376058
train,batch_13_000080.jpg,2,jpg,RGB,jpg_RGB,3120,4160,0.75,1.3333333333333333
train,batch_5_000084.JPG,2,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_5_000090.JPG,1,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_13_000094.jpg,1,jpg,RGB,jpg_RGB,4160,3120,1.3333333333333333,1.3333333333333333
train,batch_14_000018.jpg,1,jpg,RGB,jpg_RGB,4160,3120,1.3333333333333333,1.3333333333333333
train,batch_9_000014.jpg,4,jpg,RGB,jpg_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_2_000008.JPG,2,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_9_000000.jpg,3,jpg,RGB,jpg_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_14_000024.jpg,1,jpg,RGB,jpg_RGB,3120,4160,0.75,1.3333333333333333
train,batch_2_000020.JPG,1,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_9_000028.jpg,4,jpg,RGB,jpg_RGB,2448,3264,0.75,1.3333333333333333
train,batch_2_000034.JPG,8,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_14_000030.jpg,1,jpg,RGB,jpg_RGB,4032,3024,1.3333333333333333,1.3333333333333333
train,batch_10_000065.jpg,1,jpg,RGB,jpg_RGB,1824,4000,0.456,2.192982456140351
train,batch_6_000061.JPG,2,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_6_000075.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_10_000071.jpg,2,jpg,RGB,jpg_RGB,1824,4000,0.456,2.192982456140351
train,batch_10_000059.jpg,2,jpg,RGB,jpg_RGB,1824,4000,0.456,2.192982456140351
train,batch_6_000049.JPG,2,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_6_000048.JPG,1,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_10_000058.jpg,1,jpg,RGB,jpg_RGB,1824,4000,0.456,2.192982456140351
train,batch_6_000074.JPG,2,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_10_000070.jpg,1,jpg,RGB,jpg_RGB,4000,1824,2.192982456140351,2.192982456140351
train,batch_3_IMG_4898.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_10_000064.jpg,1,jpg,RGB,jpg_RGB,4000,1824,2.192982456140351,2.192982456140351
train,batch_6_000060.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_2_000035.JPG,5,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_14_000031.jpg,1,jpg,RGB,jpg_RGB,4032,3024,1.3333333333333333,1.3333333333333333
train,batch_14_000025.jpg,2,jpg,RGB,jpg_RGB,3120,4160,0.75,1.3333333333333333
train,batch_9_000029.jpg,7,jpg,RGB,jpg_RGB,2448,3264,0.75,1.3333333333333333
train,batch_2_000021.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_9_000001.jpg,2,jpg,RGB,jpg_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_2_000009.JPG,2,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_14_000019.jpg,2,jpg,RGB,jpg_RGB,3120,4160,0.75,1.3333333333333333
train,batch_9_000015.jpg,1,jpg,RGB,jpg_RGB,2448,3264,0.75,1.3333333333333333
train,batch_5_000091.JPG,1,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_13_000095.jpg,3,jpg,RGB,jpg_RGB,3120,4160,0.75,1.3333333333333333
train,batch_13_000081.jpg,1,jpg,RGB,jpg_RGB,3120,4160,0.75,1.3333333333333333
train,batch_5_000085.JPG,2,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_1_000013.jpg,1,jpg,RGB,jpg_RGB,1537,2049,0.7501220107369448,1.3331164606376058
train,batch_1_000007.jpg,2,jpg,RGB,jpg_RGB,1537,2049,0.7501220107369448,1.3331164606376058
train,batch_5_000052.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_13_000056.jpg,6,jpg,RGB,jpg_RGB,3120,4160,0.75,1.3333333333333333
train,batch_13_000042.jpg,1,jpg,RGB,jpg_RGB,3120,4160,0.75,1.3333333333333333
train,batch_5_000046.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_7_000030.JPG,1,JPG,RGB,JPG_RGB,960,1280,0.75,1.3333333333333333
train,batch_8_000086.jpg,1,jpg,RGB,jpg_RGB,2268,4032,0.5625,1.7777777777777777
train,batch_11_000034.jpg,1,jpg,RGB,jpg_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_7_000024.JPG,2,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_8_000092.jpg,1,jpg,RGB,jpg_RGB,2268,4032,0.5625,1.7777777777777777
train,batch_11_000008.jpg,2,jpg,RGB,jpg_RGB,1824,4000,0.456,2.192982456140351
train,batch_8_000045.jpg,1,jpg,RGB,jpg_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_15_000049.jpg,2,jpg,RGB,jpg_RGB,3024,4032,0.75,1.3333333333333333
train,batch_8_000051.jpg,8,jpg,RGB,jpg_RGB,2448,3264,0.75,1.3333333333333333
train,batch_8_000079.jpg,2,jpg,RGB,jpg_RGB,2268,4032,0.5625,1.7777777777777777
train,batch_15_000075.jpg,2,jpg,RGB,jpg_RGB,1536,2048,0.75,1.3333333333333333
train,batch_15_000061.jpg,1,jpg,RGB,jpg_RGB,1536,2048,0.75,1.3333333333333333
train,batch_6_000100.JPG,2,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_3_IMG_4913.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_4_000016.JPG,1,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_12_000012.jpg,1,jpg,RGB,jpg_RGB,5312,2988,1.7777777777777777,1.7777777777777777
train,batch_12_000006.jpg,1,jpg,RGB,jpg_RGB,3264,1836,1.7777777777777777,1.7777777777777777
train,batch_4_000002.JPG,15,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_4_000059.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_12_000049.jpg,2,jpg,RGB,jpg_RGB,2976,3968,0.75,1.3333333333333333
train,batch_12_000061.jpg,38,jpg,RGB,jpg_RGB,4000,3000,1.3333333333333333,1.3333333333333333
train,batch_4_000065.JPG,2,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_4_000071.JPG,1,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_3_IMG_4948.JPG,17,JPG,RGB,JPG_RGB,2448,2470,0.9910931174089069,1.0089869281045751
train,batch_11_000084.jpg,1,jpg,RGB,jpg_RGB,3024,4032,0.75,1.3333333333333333
train,batch_7_000080.JPG,4,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_8_000036.jpg,4,jpg,RGB,jpg_RGB,2448,3264,0.75,1.3333333333333333
train,batch_7_000094.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_8_000022.jpg,1,jpg,RGB,jpg_RGB,2448,3264,0.75,1.3333333333333333
train,batch_11_000090.jpg,2,jpg,RGB,jpg_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_15_000006.jpg,1,jpg,RGB,jpg_RGB,4032,3024,1.3333333333333333,1.3333333333333333
train,batch_15_000012.jpg,1,jpg,RGB,jpg_RGB,4032,3024,1.3333333333333333,1.3333333333333333
train,batch_11_000047.jpg,1,jpg,RGB,jpg_RGB,3024,4032,0.75,1.3333333333333333
train,batch_1_000128.JPG,12,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_7_000043.JPG,11,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_7_000057.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_11_000053.jpg,2,jpg,RGB,jpg_RGB,4032,3024,1.3333333333333333,1.3333333333333333
train,batch_1_000100.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_13_000025.jpg,13,jpg,RGB,jpg_RGB,3120,4160,0.75,1.3333333333333333
train,batch_5_000021.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_5_000035.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_13_000031.jpg,3,jpg,RGB,jpg_RGB,3120,4160,0.75,1.3333333333333333
train,batch_13_000019.jpg,5,jpg,RGB,jpg_RGB,3120,4160,0.75,1.3333333333333333
train,batch_7_000137.JPG,2,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_7_000123.JPG,1,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_1_000048.jpg,10,jpg,RGB,jpg_RGB,2049,1537,1.3331164606376058,1.3331164606376058
train,batch_3_IMG_5061.JPG,2,JPG,RGB,JPG_RGB,3264,2448,1.3333333333333333,1.3333333333333333
train,batch_3_IMG_5049.JPG,1,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_1_000060.jpg,2,jpg,RGB,jpg_RGB,1537,2049,0.7501220107369448,1.3331164606376058
train,batch_1_000074.JPG,2,JPG,RGB,JPG_RGB,2448,3264,0.75,1.3333333333333333
train,batch_14_000042.jpg,2,jpg,RGB,jpg_RGB,4032,3024,1.3333333333333333,1.3333333333333333
